INSTNM	LOCALE	LATITUDE	LONGITUDE
Hudson County Community College	11	40.7306	-74.0629
New Jersey City University	11	40.7099	-74.0873
Joe Kubert School of Cartoon and Graphic Art	21	40.8874	-74.5526
Kean University	21	40.6794	-74.2347
Harris School of Business-Voorhees Campus	21	39.8447	-74.9924
Lincoln Technical Institute-Union	21	40.7064	-74.2749
Rizzieri Aveda School for Beauty and Wellness	21	39.8493	-75.0023
Mercer County Community College	41	40.2544	-74.6507
Middlesex County College	21	40.5061	-74.3657
Monmouth University	21	40.2801	-74.0064
Montclair State University	21	40.8592	-74.1995
Mountainside School of Nursing	21	40.8094	-74.2087
Muhlenberg Harold B and Dorothy A Snyder Schools-School of Nursing	21	40.6071	-74.4049
Hohokus School-RETS Nutley	21	40.8107	-74.1442
Empire Beauty School-Jersey City	11	40.7315	-74.0674
New Brunswick Theological Seminary	13	40.5019	-74.4608
Robert Fiance Beauty Schools-West New York	21	40.7859	-74.018
New Jersey Institute of Technology	11	40.742	-74.1771
Ocean County College	21	40.0078	-74.1668
Omega Institute	21	39.934	-75.0699
P B Cosmetology Education Center	21	39.8988	-75.1263
Parisian Beauty School	21	40.8895	-74.0414
Passaic County Community College	21	40.9184	-74.1688
Pennco Tech-Blackwood	21	39.8079	-75.0617
Princeton Theological Seminary	21	40.3457	-74.6653
Princeton University	21	40.3482	-74.6644
Rabbinical College of America	21	40.8114	-74.5022
Ramapo College of New Jersey	21	41.0075	-74.1164
Robert Fiance Beauty Schools-Perth Amboy	21	40.5089	-74.2673
Rider University	21	40.2831	-74.7428
Roman Academy of Beauty Culture	21	40.9528	-74.155
Rutgers University-Camden	13	39.9486	-75.1253
Rutgers University-New Brunswick	13	40.5038	-74.4505
Rutgers University-Newark	11	40.7413	-74.1753
St Francis Medical Center-School of Radiologic Technology	13	40.2166	-74.7419
Saint Francis Medical Center School of Nursing	13	40.2165	-74.7419
Saint Peter's University	11	40.7271	-74.0715
Salem Community College	41	39.7535	-75.4486
Seton Hall University	21	40.7429	-74.2488
Atlantic Beauty & Spa Academy LLC	22	39.3921	-74.5239
College of Saint Elizabeth	21	40.7811	-74.436
Raritan Valley Community College	41	40.6177	-74.6955
Stevens Institute of Technology	21	40.7448	-74.0253
The Richard Stockton College of New Jersey	22	39.4723	-74.4801
Talmudical Academy-New Jersey	21	40.2172	-74.2503
Teterboro School of Aeronautics	21	40.8413	-74.0719
Thomas Edison State College	13	40.2201	-74.7697
The College of New Jersey	21	40.2687	-74.7774
Sanford-Brown Institute-Iselin	21	40.5592	-74.3051
Union County College	21	40.6678	-74.3198
William Paterson University of New Jersey	21	40.9463	-74.1995
Olympian University of Cosmetology	33	32.8996	-105.9388
Central New Mexico Community College	11	35.076	-106.625
Navajo Technical University	43	35.6874	-108.1481
De Wolff College Hair Styling and Cosmetology	11	35.0963	-106.5327
New Mexico State University-Dona Ana	22	32.2781	-106.748
Clovis Community College	33	34.4025	-103.1659
Eastern New Mexico University-Main Campus	33	34.1783	-103.3473
Eastern New Mexico University-Roswell Campus	33	33.3139	-104.5243
Institute of American Indian and Alaska Native Culture	41	35.5866	-106.01
New Mexico Highlands University	33	35.599	-105.2228
New Mexico Junior College	33	32.7576	-103.1825
New Mexico Military Institute	33	33.4095	-104.5249
University of New Mexico-Gallup Campus	41	35.5015	-108.727
New Mexico Institute of Mining and Technology	33	34.066	-106.9075
University of New Mexico-Los Alamos Campus	32	35.8864	-106.3164
University of New Mexico-Main Campus	11	35.0839	-106.6202
New Mexico State University-Alamogordo	41	32.9215	-105.9275
New Mexico State University-Carlsbad	41	32.442	-104.2655
New Mexico State University-Grants	33	35.1644	-107.8434
New Mexico State University-Main Campus	22	32.2829	-106.7478
University of New Mexico-Valencia County Campus	41	34.7293	-106.7074
Northern New Mexico College	32	36.0041	-106.0844
San Juan College	13	36.7718	-108.1663
Santa Fe Community College	41	35.5863	-106.0038
Santa Fe University of Art and Design	13	35.6587	-105.9768
University of the Southwest	41	32.7755	-103.1869
Southwestern College	41	35.8218	-105.9731
Southwestern Indian Polytechnic Institute	21	35.1761	-106.6631
University of New Mexico-Taos Campus	41	36.3509	-105.6726
Mesalands Community College	33	35.1703	-103.7363
Vogue College of Cosmetology-Santa Fe	13	NULL	NULL
Western New Mexico University	33	32.777	-108.2848
Vaughn College of Aeronautics and Technology	11	40.7683	-73.8817
Adelphi University	21	40.7214	-73.6533
Adirondack Community College	23	43.3534	-73.655
Globe Institute of Technology	11	40.7149	-74.006
Bryant & Stratton College-Albany	21	42.698	-73.8104
Albany College of Pharmacy and Health Sciences	13	42.6526	-73.7781
Albany Law School	13	42.6513	-73.7777
Albany Medical College	13	42.6532	-73.774
Alfred University	33	42.2559	-77.7886
Allen School-Brooklyn	11	40.6938	-73.9915
The Ailey School	11	40.7669	-73.9869
American Academy of Dramatic Arts-New York	11	40.7455	-73.9848
American Academy McAllister Institute of Funeral Service	11	40.769	-73.9938
Joffrey Ballet School	11	40.7345	-73.9986
American Musical and Dramatic Academy	11	40.7801	-73.9822
Apex Technical School	11	40.7407	-73.9948
Arnot Ogden Medical Center	13	42.101	-76.8284
Associated Beth Rivkah Schools	11	40.6664	-73.9501
Austin's School of Spa Technology	13	42.6808	-73.7887
Bank Street College of Education	11	40.8056	-73.9666
Bard College	31	41.9961	-73.8749
Barnard College	11	40.8091	-73.964
Berk Trade and Business School	11	40.7451	-73.9313
Berkeley College-New York	11	40.754	-73.9796
Beth Hatalmud Rabbinical College	11	40.6054	-73.993
Beth Hamedrash Shaarei Yosher Institute	11	40.6355	-73.9811
Phillips Beth Israel School of Nursing	11	40.7449	-73.9911
Hair Design Institute at Fifth Avenue-Brooklyn	11	40.6229	-74.0286
Boricua College	11	40.8334	-73.9458
Bramson ORT College	11	40.7214	-73.8478
Briarcliffe College	21	40.7582	-73.4953
Brittany Beauty School	21	40.7248	-73.5157
American Beauty School	11	40.8352	-73.8607
Brooklyn Law School	11	40.6927	-73.9905
SUNY Broome Community College	22	42.1353	-75.9092
Bryant & Stratton College-Amherst	21	43.0403	-78.7416
Bryant & Stratton College-Syracuse North	21	43.1896	-76.2402
Bryant & Stratton College-Syracuse	12	43.0588	-76.1367
Bryant & Stratton College-Buffalo	11	42.8865	-78.8741
Bryant & Stratton College-Greece	21	43.0855	-77.5995
Business Informatics Center Inc	21	40.6634	-73.7074
Canisius College	11	42.9253	-78.8518
Capri School of Hair Design	21	41.0997	-74.0211
St Paul's School of Nursing-Queens	11	40.7692	-73.8359
Cayuga County Community College	32	42.9438	-76.5432
Cazenovia College	31	42.9319	-75.8541
Central Yeshiva Tomchei Tmimim Lubavitz	11	40.6279	-73.9708
Cheryl Fells School of Business	21	43.1064	-78.9839
Christ the King Seminary	41	42.7722	-78.6566
Circle in the Square Theater School	11	40.7621	-73.9846
Clarkson University	33	44.6638	-74.9999
Clinton Community College	32	44.6481	-73.4421
Cochran School of Nursing	21	40.9688	-73.8863
Colgate Rochester Crozer Divinity School	12	43.1318	-77.5986
Colgate University	32	42.8188	-75.535
Metropolitan College of New York	11	40.7235	-74.0071
Columbia University in the City of New York	11	40.8083	-73.9619
Columbia-Greene Community College	41	42.2302	-73.7878
Empire Beauty School-Queens	11	40.7592	-73.9191
Concordia College-New York	21	40.9425	-73.8221
Continental School of Beauty Culture-Buffalo	11	42.9582	-78.83
Continental School of Beauty Culture-Batavia	32	43.0013	-78.193
Continental School of Beauty Culture-Rochester	21	43.0864	-77.6272
Cooper Union for the Advancement of Science and Art	11	40.7294	-73.9905
Cornell University	13	42.4453	-76.4827
Weill Cornell Medical College	11	40.7647	-73.9548
Corning Community College	41	42.1172	-77.0737
Crouse Hospital College of Nursing	12	43.0423	-76.1388
Culinary Institute of America	21	41.7462	-73.9318
CUNY Bernard M Baruch College	11	40.7402	-73.9834
CUNY Borough of Manhattan Community College	11	40.7188	-74.0118
CUNY Bronx Community College	11	40.8572	-73.9097
CUNY Brooklyn College	11	40.6319	-73.9531
College of Staten Island CUNY	11	40.6039	-74.1487
CUNY City College	11	40.8198	-73.9506
CUNY Graduate School and University Center	11	40.7485	-73.9836
CUNY Hostos Community College	11	40.8176	-73.9274
CUNY Hunter College	11	40.7687	-73.9648
CUNY John Jay College of Criminal Justice	11	40.7703	-73.9884
CUNY Kingsborough Community College	11	40.5764	-73.9348
CUNY LaGuardia Community College	11	40.7445	-73.9351
CUNY Lehman College	11	40.8739	-73.8946
CUNY Medgar Evers College	11	40.6663	-73.9571
CUNY New York City College of Technology	11	40.6955	-73.9879
CUNY Queens College	11	40.7378	-73.8154
CUNY Queensborough Community College	11	40.7549	-73.7545
CUNY School of Law at Queens College	11	40.7371	-73.8245
CUNY York College	11	40.7027	-73.7946
CVPH Medical Center School of Radiologic Technology	32	44.7	-73.4698
D'Youville College	11	42.9023	-78.8904
Daemen College	21	42.965	-78.789
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary	11	NULL	NULL
Dominican College of Blauvelt	21	41.0541	-73.9523
Dowling College	21	40.7461	-73.1648
Dutchess Community College	21	41.7265	-73.905
Belanger School of Nursing	13	42.8207	-73.9151
Elmira Business Institute	13	42.0857	-76.7993
Elmira College	13	42.0927	-76.8113
Erie Community College	11	42.8818	-78.8727
Fashion Institute of Technology	11	40.7473	-73.9948
Finger Lakes Community College	41	42.8676	-77.2418
Five Towns College	21	40.7933	-73.37
Fordham University	11	40.8612	-73.8896
The International Culinary Center	11	40.7208	-74.0001
Fulton-Montgomery Community College	41	42.983	-74.2941
Gemological Institute of America-New York	11	40.7514	-73.9806
The General Theological Seminary	11	40.7457	-74.0035
Genesee Community College	32	43.0168	-78.138
Hamilton College	41	43.0478	-75.4089
Hartwick College	33	42.454	-75.0736
Helene Fuld College of Nursing	11	40.8025	-73.943
Herkimer County Community College	41	43.0326	-75.0074
Hilbert College	21	42.7551	-78.8203
Hobart William Smith Colleges	32	42.8586	-76.9848
Hofstra University	21	40.716	-73.6008
Houghton College	43	42.4268	-78.1569
Hudson Valley Community College	13	42.6965	-73.6825
Hunter Business School	21	40.7279	-73.5034
Institute of Design and Construction	11	40.6922	-73.9831
Institute of Audio Research	11	40.733	-73.9938
Iona College	21	40.9271	-73.7856
Isabella Graham Hart School of Practical Nursing	21	43.1993	-77.577
Island Drafting and Technical Institute	21	40.6755	-73.4171
Ithaca College	23	42.4226	-76.4951
Jamestown Community College	33	42.1156	-79.2189
Jamestown Business College	33	42.0951	-79.2494
Jefferson Community College	13	43.9875	-75.94
Jewish Theological Seminary of America	11	40.812	-73.9603
The Juilliard School	11	40.7737	-73.9829
SBI Campus-An Affiliate of Sanford-Brown	21	40.7794	-73.4126
Kehilath Yakov Rabbinical Seminary	41	41.2227	-73.8106
Keuka College	32	42.6154	-77.0905
LIM College	11	40.7598	-73.9749
Le Moyne College	12	43.0473	-76.0884
LIU Brooklyn	11	40.6901	-73.9809
LIU Post	21	40.82	-73.5933
Long Island Beauty School-Hempstead	21	40.7078	-73.6294
Long Island Business Institute	11	40.7605	-73.8301
LIU Hudson at Rockland	21	41.044	-73.9604
LIU Brentwood	21	40.7783	-73.2374
Machzikei Hadath Rabbinical College	11	40.628	-73.9884
Mandl School-The College of Allied Health	11	40.7644	-73.9837
Manhattan College	11	40.8898	-73.9019
Manhattan School of Music	11	40.8123	-73.9617
Manhattanville College	21	41.0311	-73.7183
Maria College of Albany	13	42.6565	-73.806
Marion S Whelan School of Nursing of Geneva General Hospital	32	42.877	-76.988
Marist College	21	41.722	-73.9343
MarJon School of Beauty ltd-Tonawanda	21	42.9856	-78.8235
Marymount Manhattan College	11	40.7691	-73.9597
Medaille College	11	42.929	-78.8566
Memorial School of Nursing	13	42.6736	-73.7501
Memorial Hospital School of Radiation Therapy Technology	11	40.7648	-73.9557
Mercy College	21	41.0214	-73.8746
Mesivta Torah Vodaath Rabbinical Seminary	11	40.6383	-73.9695
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech	11	40.6352	-73.9792
Mesivtha Tifereth Jerusalem of America	11	40.7138	-73.9913
Southern Westchester BOCES-Practical Nursing Program	21	41.0679	-73.807
Midway Paris Beauty School	11	40.6996	-73.9096
Mildred Elley School-Albany Campus	13	42.6803	-73.7902
Mirrer Yeshiva Cent Institute	11	40.605	-73.966
Modern Welding School	13	42.7793	-73.9034
Mohawk Valley Community College	13	43.0774	-75.2172
Molloy College	21	40.686	-73.6263
Monroe College	11	40.8639	-73.9002
Monroe Community College	21	43.1013	-77.6085
Mount Saint Mary College	21	41.5112	-74.0129
College of Mount Saint Vincent	11	40.9128	-73.907
Icahn School of Medicine at Mount Sinai	11	40.7898	-73.9534
Nassau Community College	21	40.7301	-73.5894
Nazareth College	21	43.1024	-77.5144
Neighborhood Playhouse School of the Theater	11	40.7566	-73.9653
The College of New Rochelle	21	40.8994	-73.7811
The New School	11	40.7353	-73.9946
New School of Radio and Television	13	42.6859	-73.8137
New York Chiropractic College	32	42.9117	-76.7562
Star Career Academy-New York	11	40.7383	-73.9996
New York Law School	11	40.7174	-74.0064
New York Medical College	21	41.0843	-73.8112
New York School for Medical and Dental Assistants	11	40.7443	-73.9314
New York Theological Seminary	11	40.8112	-73.9639
New York University	11	40.7295	-73.9973
Niagara County Community College	41	43.147	-78.877
Niagara University	21	43.1386	-79.0311
Empire Beauty School-Peekskill	21	41.291	-73.9191
North Country Community College	33	44.3186	-74.12
New York College of Podiatric Medicine	11	40.8049	-73.9403
New York Institute of Technology	21	40.8144	-73.6089
New York School of Interior Design	11	40.7686	-73.9624
Nyack College	21	41.0864	-73.9311
Ohr Hameir Theological Seminary	21	41.2687	-73.8898
Onondaga Community College	21	43.0074	-76.1965
Orange County Community College	23	41.4395	-74.4269
Otsego Area BOCES-Practical Nursing Program	33	42.4566	-75.0626
Pace University-New York	11	40.711	-74.0047
Paul Smiths College of Arts and Science	42	44.4374	-74.253
Continental School of Beauty Culture-West Seneca	21	42.8289	-78.7548
Plaza College	11	40.7493	-73.8914
Polytechnic Institute of New York University	11	40.6944	-73.9868
Davis College	22	42.1011	-75.9624
Pratt Institute-Main	11	40.6912	-73.9621
Professional Business College	11	40.7161	-73.9952
Rabbinical Academy Mesivta Rabbi Chaim Berlin	11	40.6185	-73.9637
Rabbinical College Bobover Yeshiva Bnei Zion	11	40.6319	-73.9854
Rabbinical College of Ch'san Sofer New York	11	40.6265	-73.9799
Rabbinical College Beth Shraga	21	41.1143	-74.0728
Rabbinical Seminary M'kor Chaim	11	40.6279	-73.9896
Rabbinical College of Long Island	21	40.5865	-73.67
Rabbinical Seminary of America	11	40.7233	-73.8177
Rensselaer Polytechnic Institute	13	42.729	-73.6788
Ridley-Lowell Business & Technical Institute-Binghamton	13	42.0999	-75.9169
Roberts Wesleyan College	21	43.1267	-77.799
Everest Institute-Rochester	21	43.1962	-77.5855
Rochester Institute of Technology	21	43.0903	-77.6752
University of Rochester	12	43.1266	-77.6316
Rockland Community College	21	41.1332	-74.0882
Empire Beauty School-Manhattan	11	40.7489	-73.9865
The Sage Colleges	13	42.7282	-73.6935
St Bernard's School of Theology and Ministry	21	43.1022	-77.5263
